sample_id	s__Akkermansia_muciniphila	s__Alistipes_finegoldii	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_unclassified	s__Anaerostipes_hadrus	s__Anaerostipes_unclassified	s__Bacteroides_caccae	s__Bacteroides_dorei	s__Bacteroides_fragilis	s__Bacteroides_ovatus	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Bifidobacterium_adolescentis	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Citrobacter_freundii	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_clostridioforme	s__Clostridium_hathewayi	s__Clostridium_leptum	s__Clostridium_nexile	s__Clostridium_ramosum	s__Clostridium_sp_KLE_1755	s__Clostridium_spiroforme	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Coprobacillus_unclassified	s__Coprococcus_comes	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_unclassified	s__Enterobacter_cloacae	s__Enterococcus_avium	s__Enterococcus_faecalis	s__Enterococcus_faecium	s__Escherichia_coli	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_sp_3_1_31	s__Faecalibacterium_prausnitzii	s__Haemophilus_parainfluenzae	s__Klebsiella_oxytoca	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lachnospiraceae_bacterium_1_1_57FAA	s__Lachnospiraceae_bacterium_2_1_58FAA	s__Lachnospiraceae_bacterium_5_1_63FAA	s__Lactobacillus_casei_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_phage_P680	s__Megasphaera_micronuciformis	s__Oscillibacter_unclassified	s__Parabacteroides_distasonis	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Peptostreptococcaceae_noname_unclassified	s__Prevotella_copri	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Ruminococcus_bromii	s__Ruminococcus_callidus	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_torques	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_thermophilus	s__Subdoligranulum_sp_4_3_54A2FAA	s__Subdoligranulum_unclassified	s__Veillonella_atypica	s__Veillonella_parvula	s__Veillonella_unclassified
9116504	0.0152861	0.0087138	0	0	0.010302	0.0002613	0	0	0	0.0004777	0.0301299	0	0	0	0.0138543	0	0	0.0001064	0	0.0002172	4.11E-05	0.0006073	0	0.138145	0.0001067	0	0.0006515	0.0009604	0	0.001855	0.0003087	0	0.0012546	0	0	0.0011618	0.0030424	0.0029452	0	0.0373491	0.0002708	0	0.0004887	0	0	0	0	0.0035978	0.0017019	0	0.0011392	0	0.0023834	0.0081066	0	0.236472	0	0	0	0	0.0010713	0.0008768	0.0002585	0	0	0	0	0.0030526	0.0095412	0	0.0026012	2.09E-05	0	0.0057203	0.004087	0.0007251	0	0.315088	0.0532723	0.0046258	0	0.0008632	0.0057126	0.0378986	0	0.0001688	0	0	0.0287667	0	0.0001555	0.0002835
7496240	2.27E-05	0	6.99E-05	0	0.0002578	0.0042386	0	0.0012774	0.0002244	7.83E-05	0.0009358	0	0	0.0004396	0.0077006	0	0	8.90E-06	0	0	0.0384185	4.00E-06	0.0025612	0.634251	0.150572	0	0.0001792	0.0009282	1.76E-05	0.0062009	0	8.57E-05	0.0117279	0.0081241	0	1.68E-05	0	0.0397202	0	0	0	0	0.0036744	0	0	0	0	0.0001665	0.0001678	0	0	0	0	0	0	0.0028211	0.0001283	0	0	6.89E-05	0.0034063	0.0052476	0.0046473	0	0	0	0	1.46E-05	0	5.28E-05	0	0.0017549	0	0	0	0	1.03E-05	1.00E-05	0	0.0255725	0	4.14E-05	0	0.0283621	0.0001744	0.0006184	0	0	0.0009098	2.30E-06	0	5.54E-05
1813212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001158	0	0.0054723	0.833931	0	0	0.0015273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093143	0.0045167	0	0.0813257	0	0	0.0004365	0	0.0278135	0	0	0	0	0	0.0003153	0.0052555	0	0.0002182	0	0	0	0	0	0	0	0	0	0	0	0.0003332	0	0	0	0	0	0	0	0	0	0	0	0.0014982	0.014921	0	0	0	6.60E-05	0.0025486	0.0001198	0.0084987
1171982	0.127928	0	0.0040227	0	0.0013214	0.0023222	0	0.036734	0	0.0009609	0	0	0	0	0	0	0	0	0	0	0.22526	0	0	0.23397	0	0.0003583	0.000783	0.0095143	0.0012053	0.000789	0	0.0210244	0.0016221	0	0.0241641	0.0012882	0	0.0224587	0	0	0	0	0.0139912	0	0	0	0	0.0280509	0	0	0	0	0	0	0.0018576	0.0048027	7.83E-05	0	0	0	0.000242	0	0.0066366	0	0.0014743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16164	0	0	0	0.0112961	0	0.00014	0.0060385	0	0.0063651	0	0.0014173	0.0047122
3487900	0.0190604	0.0005699	0	0	0.0049534	0.0009393	0	0	0.0047015	0.0046683	0	0	0	0.0001458	0	0	0	0.0079459	0	0	0	0	0	0.420373	0.0324907	0	0.003549	0.000769	0	0	0.0148525	0	0.0004275	0	0	0.0001039	0	0.0015366	0	0.0043133	0.0015247	0.0012329	0.0059028	0	0.0001066	0.0014093	0	0.0275626	0.0066239	0.0111595	0.0069099	0.0072021	0.0282662	0.005181	0.0007814	0.054688	0	0	0	0	0	0.000663	0.0119443	0	0	0	0	0.0003323	0	0	0	0.000205	0	5.73E-05	0	0	0.0021311	0	0.0685833	0.0098251	0	0.00328	0.0139248	0.0626578	0	0.0011684	0.0047801	0.0042059	0.0567149	0	0.0014035	0.0011019
5852670	0.0035573	0	0	0.000867	0.0015963	7.48E-05	0	0.0004127	0	0	0	0	5.38E-05	0.0076201	0.0003901	0	0	0.0011061	0	0.000373	4.07E-05	0.0855691	0	0.21941	0.0008756	0	0.0069218	0	0	2.14E-05	0.0022636	4.02E-05	0.0005082	0	0	0	0	0.0022687	0.0039871	0	0.0050376	0.0022871	0.0204879	0.0176154	0	0	0	0.0007352	0.0010849	4.01E-05	0.0025628	0.0001468	0.0142348	0.0128984	0.0009078	0.0041939	0	0	0	8.92E-05	0.0012615	0.0009498	0.0073725	0	0	0	0	0	0	0	0	0.0060087	0	0.0136967	0.0013583	0.0011701	0	0.379503	0.0020477	0.0041309	9.60E-06	0.0014905	0.0080429	0.0093499	0	0.0001189	0.0009547	0	0.131687	0	0	0
5056328	1.41E-05	0	0	7.84E-05	0	0.0012782	0	0	0.0001889	0	0.0005614	0	0	0	0	3.08E-05	0	0.130251	0.000175	0.0001502	0.0004986	0	0	0.500335	0	0	0.0001525	0	0	2.55E-05	0.0074807	0	0	0	0.0049687	0	0.0314772	0.0002528	0	0.0013927	0.0090934	0.0136101	0.0029062	0	0	0	0	0.0013164	0.00026	0	0.0030875	0.0129665	0.0406317	0	0.0009821	0.063764	0	0	0	0	0	0.0002641	0.0042291	0	0	0	0	0	1.50E-05	6.73E-05	8.93E-05	0.0005332	0	4.80E-06	0.0019474	0	0	0.0003023	0	0.0016745	0	0.0070495	0.0465884	0.042331	0.0004012	0.0020994	0.0145955	0	0.0420479	0	0	0.0001665
7951520	0.134552	0	0	0	0	0.0014537	0.0002587	0	0	0	0	0	0	0	0.0184345	0	0	0.12587	0	0	4.10E-05	0	0.0004127	0.19982	0	0	0.0011652	0.0018417	0	0	0	0.0046095	0.0006324	0	0	0	0	0.001549	0	0.0090197	0.0042294	0.0011776	0.0076996	0	0	0	0	0.0035809	0.0001173	0	0	0	0.277804	0	0	0.0200044	0.0010155	0	0	0	0	0.0023288	0.0012362	0	0	0	0	0	0	0	0	0.0003879	0	0.0022992	0.0123025	0.005907	0	0.0885238	0	0.0151213	0	0.0009265	0.0265092	0.0012507	0	6.61E-05	0	0	0.0101219	0.0008586	3.11E-05	0.0126165
5917769	0	0	0	0	0	0	0.0016022	0	0	0	0	0	0	0	0.0005352	0	0	0	0.0092342	0.000203	0.261319	0	0	0.0001906	0	1.49E-05	0	0	0	0.000671	0	0	0.0008132	0	0	0.0004196	0	0.0007055	0	0.0066546	0	0	0.0125475	0.0022453	0.0005189	0	0	0.0253251	0.0067406	0	0	0	0	0	0	0	0	0.0136508	0	0.0074653	0	0	0	0	0	0	0.0017797	0	0	0	0	0.0016306	0	0	0	0	0	0	0	0.546593	0	0	0	0.031349	4.47E-05	0.0018352	0	0	0	0	0	0
6375055	0.0013509	0.0122325	0.0299322	0	0	0.0016524	0	0.0194062	0.0131906	0.0014119	0.009765	0	0.002194	0.00175	0	0	0.0200302	6.70E-06	0	0.149155	0.0003455	0	0.0002622	0.0369789	0.114302	0.0001506	0.0020756	0.0074181	0	0	0.0088058	0	0.0007273	0.0068496	0	0	0	0.0027583	0	0.0266659	0	0	0.0121225	0.0001229	0.0033944	0.0012737	0	5.66E-05	0.0002111	0.0066971	0.0484253	0	0.0822518	0.0003106	0.0658585	0.0105092	0.0032115	0	0	0	0	0	0.0025215	0	0	0	0	0.0003074	0	0.019854	0	0	0	5.70E-06	0	0.006203	0	0.0001747	0	0.0219882	0.0508171	0.001724	0	0.0374122	0.0002986	0.0018089	0.0461973	0	0.0257003	0	0	0
3808022	0	0	0	0	0	0.0029214	0	0	0	0	0	0	0	0	0	0	0	8.27E-05	0.00075	0.0360585	0.0252716	0.257359	0	0.182138	0.0775381	0	0.0004898	0	0.010092	0.0017992	0	0.0014025	0.0073373	0	0	0	0	0.026313	0	0	0	0	0.0091295	0	0.0002498	0	0	0.0141826	0.0004768	0	0	0	0	0.0024193	0	0.0670354	0.0009936	0	0	0	0	0	0.0026635	0	0.0029969	0	0.0015266	0	0	0	0	0	0	0	0.0023067	0	0.0011871	0	0	0.100201	0.0116871	0.0106368	0	0.0203902	0.0002598	0.0011202	0.0767033	0	0.0022376	0.0013015	0.0083912	0.0085289
1122502	0.0139941	0	0	0	0	0	0	0	0.0017571	0.0033021	0	0	0.0015626	0	0	0	0.0001075	0.0001064	0	0.289939	0.0241583	0	0	0.575999	0	0	0	0	0	0	0	0	0	0	0	0	0.0007694	0	0	0	0	0	0	0	0	0.0337058	0.0137387	0.0298163	0.0055479	0	0	0	0	0	0	5.95E-05	0	9.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0019613	0	0	0	0	0	0	0.0001959	0	5.67E-05	0	0	0	0	0.0004277	0	0	0	0.0001703	6.84E-05	0	6.85E-05
4658353	0	0	0.0004278	0	0	0.0013198	0	0	0.0002792	7.95E-05	0.0009183	0	0	0	0.0002343	0	0	0	0	0.128481	0	0	0	0.22644	0.257253	0	0.0099966	0	0	0.0001405	0.0004337	0.0017701	0.005444	0	0	0	0	0.0181079	0	0	0.0027252	0	0.0089892	0	0.0004647	0.0003044	0	0	8.92E-05	0	0.0153762	0	0.173252	0	0	0.0012072	0	0	0	0	0	0.006238	0.0107178	5.70E-06	0	0	0	0	0	0	0	0	0	2.29E-05	0.0004819	0	0.0001525	0.0034501	0	0.0244211	0	0.0042496	0	0.0059024	0.0013653	0.0105607	0.0658163	0	0.0021568	0	2.29E-05	3.04E-05
8925839	0	0	0	0	0	0	0	2.26E-05	0	0	2.13E-05	0	0	0	0	0	0	0	0	0.266149	0.017502	0.0382797	0	0.281162	0.0384699	0	0.0001948	0	0	0	0	0	0.00069	0	0	0	0.048124	0.0043119	0	0	0	0.0056805	0.0076832	0	0.0001194	3.47E-05	0	0.0007005	0	0	0.0028812	0	0	0	0	0.0004819	0	0	0	0	0	0.000369	0.0019099	0	0	0	0	0	0	0.0001374	0	0.0004239	0	3.25E-05	0.0013205	0	0	5.84E-05	0	0.0014393	0	0.0078378	0.241724	0.0047335	0.0060395	0.0163734	0	0	7.68E-05	0	0	0
3986208	0.0010729	0.0001686	0.0001619	0.0002521	4.40E-05	0.0011018	0	0.0001279	0	0	0.0002687	0	0	0.002667	0.0008125	1.62E-05	0.000164	0.0140099	0	0.144355	0	0.0384872	0	0.0625125	0.0042332	0	0.0030535	0	0	0	0.0001945	0	0	0	0	0	0.0161394	0.0001063	0.0166153	0.0407939	0.0033354	0.0026811	0.0003284	0	0	0	0	0.0012037	0.0009304	0	0.0069925	1.77E-05	0.000416	0	0	0.022824	0	0	0	0	0.0004406	0.00237	0.0001575	1.75E-05	0	0	0	9.77E-05	0	1.96E-05	4.08E-05	0	0	0.0006892	0	0	0	0.444609	0	0.0133482	0.0482824	0.0008642	0.0624141	0.0150149	0.0001814	0.0012707	0.000961	0	0.0144491	0	0	0
7622637	0.0043946	3.37E-05	2.17E-05	0.0005777	0	0.0004371	0	0.0004757	0	0	0.0004188	0	4.54E-05	0.0001252	0.0002531	0	0	0.0117106	0.0022259	0.182886	0.0055482	0.0006438	0.0002043	0.111726	0.224027	0	0.0012628	1.01E-05	0	0	0	0.0050301	4.33E-05	0	0	0	0.0352693	0.0003073	0	0	0.0020738	0	0.0020307	0	0.0359349	0.201366	0.0003502	6.32E-05	8.42E-05	0	0	0	0.0025795	0	0	0.0079497	0	0	0	1.97E-05	0.000356	0	0.003265	0	0	0	0	4.33E-05	0.0002136	0.0001883	0.000861	0.0003822	0.0005652	0	0	0.000229	0	0	0	0.0019176	0	0.0002385	0.020882	0.0040942	0.0014636	0.0046374	0.0093875	0	0.0023018	0	0	0
1460667	0	0	0	0	0	0	0.0032933	0	0	0	3.90E-05	0	0	0	0	0	0	0	0.0095813	0.0003526	0.0001524	0	0	0.0002555	0	0.0021357	0.0030004	0.0567428	0.023568	0.0332201	0	0	0.0002336	0	0.0165927	0.0667844	0	0.0170444	0	0	0	0	0.0089632	0	0	0	0	0.0349637	0.0109847	0	0	0	0	0	0	0.287519	0.0064149	0	0.0073843	0	0.0001903	0	0	0	0	0	0	0.0025939	0	0	0	0.0061682	0	0	0	0.0334333	0.0004615	0	0	0	0	0.0004614	0	0.0028969	0	7.06E-05	0	0	0.28432	0.000206	0.0073458	0.0094261
9200321	0	0	0	0	0	0	0	0	0.160566	0.214038	0	0	0	0	0	0	0	0	0	0	5.27E-05	0	0	0.194915	0.183015	0.0006879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028321	0	0	0	0	0.037922	0.0063877	0	0	0	0	0	0	0	0	0.0002518	0.0053104	0	0	0.0045748	0	0	0.0054521	0	0.0216142	0	0	0	0	0	0	0	0	0	0	6.29E-05	0	0.0464732	0	0	0	0.0077885	3.72E-05	3.09E-05	0	0	7.50E-05	0.00101	0.0673376	0.0084531
5456521	0	8.18E-05	0.0031017	0.0090463	0	0.0002147	0	0.0194381	0.0028405	0.0117124	0.0176297	0	0.0005062	0.033087	0.0215434	0.0206867	0.0019385	0.0903475	0	0	0.0004374	0	0	0.291101	0	0	0.0002019	0.018294	0.0033655	0.0024386	0	0.0004406	0.0003604	0	0	0.000855	0	0.0169424	0	0.0416699	0	0	0.0006057	0	0	0	0	0.0003022	0	0.0329223	0	0	0	0	0	0.210359	0.0013068	0	0	0	0.0013673	2.37E-05	0.0023135	0	0	0.0020218	0	0.0006184	0	0	0.0066549	0	0	0	0	0	0.0004079	0	0	0.0979932	0	0.0001441	0	0.0126683	0	0.0013429	0	0	0.0110073	0	0.0005889	0.000376
7089905	0	0	0	0	0	5.41E-05	0.0002187	0	0	0.0203679	0	0	0	0	0	0	0	0	0	0	2.56E-05	0	0	0.716084	0.0001507	0	0	0.0034598	0	0.0025871	0	0.0245095	0.0161843	0	0	0	0	0.0048328	0	0	0	0	0.0031963	0	0	0	0	0.0127925	0.0033952	0	0	0	0.0005495	0	0	0.0426916	0.0015368	0	0	0	0	0.0009849	0.0009088	0	0	0	0	0	0	0	0	0.000308	0	0	0	0	0	0.0011642	0	0.0875222	0	0	0	0.013395	0.0006597	0.0051436	0.000424	0	0.0053536	0.0002408	0.004141	0.0013074
6911830	0.0028966	0	0	0	0	0.0003551	0.0003217	0.0039396	5.31E-05	0.0002404	0.0200435	0	0	0	0.001833	0.0036861	0	1.46E-05	0	0	0	5.58E-05	0	0.30626	0.392491	0	0.0001756	0.0052415	7.00E-06	0.0010606	0	0.030912	0.0008954	0	0	0.0020619	0	0.006609	0	0	0	0	0.0146097	0	0	0.0008107	0	0.0474823	0.0122422	0.0012315	0	0	0.0002448	0	0	0.0234825	0	0	0	0	0	0	0.0278894	0	0	0	0	0	0.0005289	0.0006337	0.0005761	0	0	0	0	0	3.89E-05	0	0	0.0264426	0	7.80E-06	0	0.0053801	5.80E-05	0.0003522	0	0	0.0025242	0	0.0001872	4.85E-05
8770621	0	0	0	0	0	0	0	0.100297	0.145533	0	0	0	5.47E-05	0.0084081	0.0967893	0.0310735	0	0.109401	0	0.0172783	0.0104601	0	0	0.0320928	0	0	0.0001246	0	0	0	0	0	0	0	0	0	0.0042439	0	0	0.0002049	0	0	0.0004786	0	0	0	0	0.0083009	0.0028872	0	0	0	0	0	0	0	0.0002277	0	0	0	0	0.0029373	0	0	0.0001336	0	0.0100891	0	0	0.0023766	0.226669	0	0	0	0	0	1.26E-05	0	0	0.0056676	0	0	0	0.0017144	0	0	0	0	0	0.0860818	0.0001513	0
1231102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369686	0.5326	0	1.74E-05	0.0383842	0.0199271	0	0	0	0	0	0	0	0	0	0	0	0.0074886	0	0	0	0	0	0.0001443	0	0.0027539	0.0002322	0	0.0106043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007594	9.60E-06	0	0	0.0003423	0	0	0
9076995	0	0	0	0	0	0	0.0003097	0	0	0	0	0	0	0	0	0	0	0	3.44E-05	0	0	0	0.105059	0.473284	0	0.0046953	0.0042096	0.0132506	0	0.0111108	0	0.165914	0.0016189	0	0	0.0146072	0	0.0549406	0	0	0	0	0.0033988	0	0	4.42E-05	0	0	0.0018613	0	0	0	0	0	0	3.62E-05	0	0	0.0046902	0.0002918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694754	0	0	0	0.0051003	0	0	0	0	0.0024829	0	0.0234562	0.003169
1642263	0.0002947	0.0017533	0.0004157	0.0065658	0	0.0005331	0	0.001987	0	0.0002026	0.0022329	0	0	0.0126389	0.0005789	0	0.0016584	0.0003294	0	0	0.0013193	0	0	0.0299474	0.247344	0	0.0033552	3.42E-05	0	0	0.0007842	0	0	0	0	0	0.0295387	7.27E-05	0	0	0.0048248	0.0167684	0.0030628	0	0	0	0	0	0	0.0007069	0.0483117	0.0027984	0.10288	0	6.59E-05	0.0746786	0	0	0	0	0	0	0.0050527	0	0	0	0	0.0009395	0	0	0.0006559	0	0	0.0020582	0.030032	0.0008245	0	0.246311	0	0.005281	0.0024491	0.00403	0.0452035	0.0066192	0	0	0.0004004	0	0.0276644	0	2.60E-05	0.00026
3487331	0.132345	0	0.0129155	0	0.0025654	0	0	0	0	0.0026396	0.0365122	0	0.0028069	0	0.0142921	0	0	0	0	0	0	0	0	0	0.0073244	0	0.000274	0.0007068	0	0.0001435	0.0002237	0.0083507	8.54E-05	0	0	0.0001458	0.0039664	0.0050598	0	0.0437018	0.000194	0	0.0019484	0	0	0	0	0.0143551	0.0001928	0.00067	0.0014796	0.00194	0.0011553	0.0152417	0.0005398	0.0035463	0	0	0	0	0	0	0.0031599	0	0	0.0105064	0	0.001116	0.0055207	0	0.0038278	0.0003206	0	0	0.0010678	0	0	0.26867	7.63E-05	0.0016521	0.0045637	0	0	0.0043089	0	0.0002693	0	0	0.143849	0	0	0
5304425	0.0001655	0.0005112	0	0	0.0020695	0.0040175	0	0	0	0	0.0479804	0	0	0	0	0	0	0	0	0	0.0088276	0.0023872	0	0.193409	0.0303046	0	0.0003472	0.0001728	0	0	0	0.0128306	0.0006708	0	0	6.83E-05	0	0.001696	0	0.0562202	0	0.0153016	0.0109602	0	0	0	0	0.0114688	0.0013431	0.0079123	0.0010795	0	0.0356054	0	0	0.460466	0	0	0	0	0	0	0.000508	0	0	0.0006763	0	8.41E-05	0	0	0	0	0	0	0.0221493	0.0009434	0	0	0.0021294	0.033878	0	0.000335	0.0187173	0.0023173	0	0	0	0	0.0034929	0	0.0002744	0.0008137
4809548	0.002647	0.0099531	0.0001828	0.02223	0	0.0005648	0	0.0093822	0.0084551	0.0027128	0.0139646	0.0258753	0.000233	0.0658555	0.0130947	7.38E-05	0.0245662	0.0014723	0	0.103914	0.044662	0.0037494	0	0.130645	0.07252	0	0.0033281	4.43E-05	0	4.60E-06	0	0	0.0001228	0	0	0	0.0188114	0.0004289	0	0.0135	0.0086958	0.0046729	0.0002773	0	0.000174	0.0019804	0	0.0011505	0	0.0027425	0.0116702	0.0057317	0.0075494	0	0	0.0600697	0.001102	0	0	0	0	4.40E-06	0.000221	0	0	0.0020259	0	0	2.78E-05	0.0113853	0	0	0	0.0006798	0.0015214	0.0008306	0	0.181694	0	0.0121699	0.0123066	0.0071399	0.0195436	0.0155786	0.000257	0.0022547	0	0	0.0123102	0	0.0002631	0.0003749
8984898	3.50E-05	1.31E-05	0	0.0071915	0	0	8.38E-05	0	0	0.0056108	0.0041657	0.0366852	0	0	0.0060355	0	0	0	0.0017915	0.0001209	0	0	0	0.651538	0.115935	0	0	0.002578	0	0.0005962	0.0048595	0.0052837	0.0001202	0	0	0.0004413	0	0.000613	0	0	0	0	0.0069747	0	0	0	0	0.0001203	0.000353	0	0	0	0	0	0.0001081	0.0680397	0	0	0	0	0	0	0.0015264	0	0	0	0	0.0028858	0.0137456	0	2.68E-05	0	0	0	0	0	0	0.0014218	0	0.004895	0	0	0	0.0002321	0	0	0	0	0.0373538	0	0	7.72E-05
2309721	0.0304305	0.0001566	0	0	0.0004984	0.0004574	0	0.007393	0	0.0001428	0	0	0	0.0120809	0.0221365	0.0046379	0	0.0457578	0	0.0003024	0.0025864	0	0	0.377449	0	0	0.0025006	0.0011801	0	2.70E-05	0.0049425	0.037495	4.76E-05	0	0	0	0	0.0004693	0	0	0	0	0.0053369	0	0	0	0	0.004382	0	0	0.0023359	0.0122023	0.0123178	0	0	0.327363	0	0	0	0	0	0.0001481	0.0003953	0	0	0	0	0.0033351	0	0	0	0.0003886	0	0.0063186	0.0111801	0.0034748	0	0	0	0.0063264	0	0.0016059	0.0087786	0.0023266	0	0	0	0	0.0223394	0.0005909	0.0004263	0.0005475
4918924	0.0052706	0.0003429	0.0005673	0.0052825	0	0.0017093	0	0	0	0	0.0096649	0	0	0.0233897	0.0048052	1.88E-05	0	0	0.0002186	0.165983	2.12E-05	0.0018189	0	0.221997	0.0326997	0	0.001348	0.0012951	0.0004372	0.0003136	0.0174584	0.0013103	0.0001287	0	0	0.0010408	0	0.0008267	0	0.0841787	0	0	0.0052523	0	0	0	0	0.0038361	0.0007085	0.0010988	0.0024886	0.0008707	0	0.013959	0.0067683	0.109743	0.0014485	0	0.0009748	0	0	0	0.0006595	0	0.0008849	0	0	0.0027851	0.0010318	0	0.0021231	0.0011229	0	0.0012012	0.0051609	0.0018671	0.0062271	0.182857	0	0.0104637	0	0.0003353	0	0.006765	0.0006247	0.0018295	0.0107414	0	0.0175449	0	6.77E-05	0.0001883
6567471	0.0002936	0.0097131	0.0207401	0.0068327	0	0.0008473	0.001415	0.0061353	0	0.0006856	0.0001572	0	2.25E-05	0.0017345	0.0404896	0.01625	0.0113254	0.0094317	0	0.0625105	0.0044636	0.0488452	0	0.157435	0.0002629	0	0.0011518	0.0164844	0.0122486	0.0043901	0	0.0479392	0.0003059	0.0137404	0	0.0021674	0	0.0231066	0	0	0	0	0.0013966	0.0001204	0	0	0	0	0.0005186	0	0	0	0	0	0.0067428	0.227613	0.0005527	0	0	0.0001492	0.0125812	0	0.0115962	0	0	0	0	0.0072742	0.0038901	0.0058886	0	0.0020065	0	0.0199738	0.0056632	0.0006703	0	0.0002114	0	0.0148847	0.0002531	4.53E-05	0.0168046	0.0194978	9.20E-05	5.22E-05	0.0021447	0	0.052143	0	0	0.00025
9207848	6.65E-05	0.0068645	0.0179677	0.0628551	0	0.0004889	0	0.0190157	0	0.0015877	0.0196188	0	0	0.0300168	0.032956	0.0005447	0	0.0054096	0	0.0085729	0.0001104	0	0	0.0120176	0.0003663	0	0	0.0001313	0	0.00013	0	0	0	0	0	0.0002571	0.0048704	0	0	0.133593	0.0002759	1.15E-05	0	0	0	0	0	0.0001735	0	0.0197326	0.0006425	0.0006138	0.0012044	1.75E-05	0	0.210052	0	0	0	0	0	0	0.0001826	0	0	0	0	0.0111648	0.0189826	0	0	0	0.258104	0.0031421	0	0.0011538	0	0.0120432	0	0	0	0.0004551	0	0.0003532	0	0	0	0	0.0421409	4.86E-05	0	0.0004072
4034964	0	7.95E-05	0	0	0.0006578	0.0030809	0	0	0	0	0	0	0.003579	0.0183701	0.0102501	0.0027505	0	4.00E-05	0	0	0	0.149775	0	0.145898	0.168485	0	0.0001725	0.0008685	0	0.0004807	0	0.0471117	6.87E-05	0	0	0.0012984	0.0144727	0.0091687	0	0	0	0.0029244	0.0004189	0	0	0	0	0	0	0.0032593	0	0	0	0	0	0.111593	0	0	0	0	0	0	0.0025339	0	0	0	0	0.0117611	0.0010928	0	0.0015311	0.00019	0	0	0	0	0	1.40E-05	0	0.0025332	0	0	0	0.0601351	0	0	0.0019639	0	0.194226	0	0	0
8860912	0	0	0	0	0	0.0001658	0	0	0.0017224	7.17E-05	0	0	0	0	0	0	0	1.42E-05	5.86E-05	0.0585322	0.0633147	2.70E-06	0.000985	0.0303068	0.0588426	0	0	4.60E-06	0	0	0	0	0	0	0	0	0	4.76E-05	0	0	0	0	0	0	7.43E-05	0	0.0075072	0.0270867	0.0016204	0	0	0	3.27E-05	0	0	0.0031177	0	0	0	0	0	0	0.0017216	0	0	0	0.0014197	0	0	0	0	0	0	0	0	0	0	0.0003713	0	4.44E-05	0	0	0.002244	0	0.000902	0	0	0	3.42E-05	0.0011712	0.002739	0.0228917
3639788	0	0	0.0006929	0.0138247	0	0.0134781	0	0	0.0021636	0.0242012	0.0263701	0.118184	0	0.0815273	0	0	0	0.0712869	0	0.0001386	4.12E-05	0	0	0.0666769	0	0	0.0009937	0.0004071	0.006468	0.0018207	0.0008987	0.0044328	0.0035465	0	0	0.0014463	0	0.0033828	0	0	0	0	0.0048729	0	3.51E-05	0	0	0.0018987	0.0011214	0	0.0003772	0	0.0301815	0	0.0008411	0	0	0	0	0	0	1.22E-05	0.0009496	0	0	0	0	0.0009859	0.0019317	0.0168316	0	0	0	0	0.0402617	0.0008424	0	0	0	0.0411046	0	0.0057529	0	0.170307	0.0001284	0.0006251	0.0001925	0	0.106321	0	0	0
2622073	0.0389032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003057	0.374305	0	0	0.41376	0	0.0002871	0	0.0067765	0	0	0	7.36E-05	0.0130742	0	0	0	0.0555202	0.0298138	0	0	0	0	0.0009068	0	0.0003793	0	0	0.0184218	0.0140775	0	0	0	0	0	0	0	0	4.55E-05	0.0008793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-05	0	0.0050808	0	0	0	0.0008255	0	0	0	0	0.0003818	0	0	5.22E-05
